FieldID	TRAIT_OF_INTEREST	EXCLUDED	CAT_MULT_INDICATOR_FIELDS	CAT_SINGLE_TO_CAT_MULT	DATE_CONVERT	DATA_CODING	Path	Category	Field	ValueType
23755		YES-QC					Biological samples > Blood assays > NMR metabolomics > NMR metabolomics QC indicators	221	Saturated Fatty Acids to Total Fatty Acids percentage, QC Flag	Categorical single
23756		YES-QC					Biological samples > Blood assays > NMR metabolomics > NMR metabolomics QC indicators	221	Linoleic Acid to Total Fatty Acids percentage, QC Flag	Categorical single
23757		YES-QC					Biological samples > Blood assays > NMR metabolomics > NMR metabolomics QC indicators	221	Docosahexaenoic Acid to Total Fatty Acids percentage, QC Flag	Categorical single
23758		YES-QC					Biological samples > Blood assays > NMR metabolomics > NMR metabolomics QC indicators	221	Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio, QC Flag	Categorical single
23759		YES-QC					Biological samples > Blood assays > NMR metabolomics > NMR metabolomics QC indicators	221	Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio, QC Flag	Categorical single
23760		YES-QC					Biological samples > Blood assays > NMR metabolomics > NMR metabolomics QC indicators	221	Alanine, QC Flag	Categorical single
23761		YES-QC					Biological samples > Blood assays > NMR metabolomics > NMR metabolomics QC indicators	221	Glutamine, QC Flag	Categorical single
23762		YES-QC					Biological samples > Blood assays > NMR metabolomics > NMR metabolomics QC indicators	221	Glycine, QC Flag	Categorical single
23763		YES-QC					Biological samples > Blood assays > NMR metabolomics > NMR metabolomics QC indicators	221	Histidine, QC Flag	Categorical single
23764		YES-QC					Biological samples > Blood assays > NMR metabolomics > NMR metabolomics QC indicators	221	Total Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine), QC Flag	Categorical single
3766		YES-QC					Biological samples > Blood assays > NMR metabolomics > NMR metabolomics QC indicators	221	Leucine, QC Flag	Categorical single
23767		YES-QC					Biological samples > Blood assays > NMR metabolomics > NMR metabolomics QC indicators	221	Valine, QC Flag	Categorical single
23768		YES-QC					Biological samples > Blood assays > NMR metabolomics > NMR metabolomics QC indicators	221	Phenylalanine, QC Flag	Categorical single
23769		YES-QC					Biological samples > Blood assays > NMR metabolomics > NMR metabolomics QC indicators	221	Tyrosine, QC Flag	Categorical single
23770		YES-QC					Biological samples > Blood assays > NMR metabolomics > NMR metabolomics QC indicators	221	Glucose, QC Flag	Categorical single
23772		YES-QC					Biological samples > Blood assays > NMR metabolomics > NMR metabolomics QC indicators	221	Pyruvate, QC Flag	Categorical single
23773		YES-QC					Biological samples > Blood assays > NMR metabolomics > NMR metabolomics QC indicators	221	Citrate, QC Flag	Categorical single
23774		YES-QC					Biological samples > Blood assays > NMR metabolomics > NMR metabolomics QC indicators	221	3-Hydroxybutyrate, QC Flag	Categorical single
23775		YES-QC					Biological samples > Blood assays > NMR metabolomics > NMR metabolomics QC indicators	221	Acetate, QC Flag	Categorical single
23776		YES-QC					Biological samples > Blood assays > NMR metabolomics > NMR metabolomics QC indicators	221	Acetoacetate, QC Flag	Categorical single
23778		YES-QC					Biological samples > Blood assays > NMR metabolomics > NMR metabolomics QC indicators	221	Creatinine, QC Flag	Categorical single
23782		YES-QC					Biological samples > Blood assays > NMR metabolomics > NMR metabolomics QC indicators	221	Total Lipids in Chylomicrons and Extremely Large VLDL, QC Flag	Categorical single
23783		YES-QC					Biological samples > Blood assays > NMR metabolomics > NMR metabolomics QC indicators	221	Phospholipids in Chylomicrons and Extremely Large VLDL, QC Flag	Categorical single
23784		YES-QC					Biological samples > Blood assays > NMR metabolomics > NMR metabolomics QC indicators	221	Cholesterol in Chylomicrons and Extremely Large VLDL, QC Flag	Categorical single
23785		YES-QC					Biological samples > Blood assays > NMR metabolomics > NMR metabolomics QC indicators	221	Cholesteryl Esters in Chylomicrons and Extremely Large VLDL, QC Flag	Categorical single
23786		YES-QC					Biological samples > Blood assays > NMR metabolomics > NMR metabolomics QC indicators	221	Free Cholesterol in Chylomicrons and Extremely Large VLDL, QC Flag	Categorical single
23787		YES-QC					Biological samples > Blood assays > NMR metabolomics > NMR metabolomics QC indicators	221	Triglycerides in Chylomicrons and Extremely Large VLDL, QC Flag	Categorical single
23789		YES-QC					Biological samples > Blood assays > NMR metabolomics > NMR metabolomics QC indicators	221	Total Lipids in Very Large VLDL, QC Flag	Categorical single
23790		YES-QC					Biological samples > Blood assays > NMR metabolomics > NMR metabolomics QC indicators	221	Phospholipids in Very Large VLDL, QC Flag	Categorical single
23791		YES-QC					Biological samples > Blood assays > NMR metabolomics > NMR metabolomics QC indicators	221	Cholesterol in Very Large VLDL, QC Flag	Categorical single
23792		YES-QC					Biological samples > Blood assays > NMR metabolomics > NMR metabolomics QC indicators	221	Cholesteryl Esters in Very Large VLDL, QC Flag	Categorical single
23793		YES-QC					Biological samples > Blood assays > NMR metabolomics > NMR metabolomics QC indicators	221	Free Cholesterol in Very Large VLDL, QC Flag	Categorical single
23794		YES-QC					Biological samples > Blood assays > NMR metabolomics > NMR metabolomics QC indicators	221	Triglycerides in Very Large VLDL, QC Flag	Categorical single
23796		YES-QC					Biological samples > Blood assays > NMR metabolomics > NMR metabolomics QC indicators	221	Total Lipids in Large VLDL, QC Flag	Categorical single
23797		YES-QC					Biological samples > Blood assays > NMR metabolomics > NMR metabolomics QC indicators	221	Phospholipids in Large VLDL, QC Flag	Categorical single
23798		YES-QC					Biological samples > Blood assays > NMR metabolomics > NMR metabolomics QC indicators	221	Cholesterol in Large VLDL, QC Flag	Categorical single
23799		YES-QC					Biological samples > Blood assays > NMR metabolomics > NMR metabolomics QC indicators	221	Cholesteryl Esters in Large VLDL, QC Flag	Categorical single
23800		YES-QC					Biological samples > Blood assays > NMR metabolomics > NMR metabolomics QC indicators	221	Free Cholesterol in Large VLDL, QC Flag	Categorical single
23801		YES-QC					Biological samples > Blood assays > NMR metabolomics > NMR metabolomics QC indicators	221	Triglycerides in Large VLDL, QC Flag	Categorical single
23804		YES-QC					Biological samples > Blood assays > NMR metabolomics > NMR metabolomics QC indicators	221	Phospholipids in Medium VLDL, QC Flag	Categorical single
23805		YES-QC					Biological samples > Blood assays > NMR metabolomics > NMR metabolomics QC indicators	221	Cholesterol in Medium VLDL, QC Flag	Categorical single
23806		YES-QC					Biological samples > Blood assays > NMR metabolomics > NMR metabolomics QC indicators	221	Cholesteryl Esters in Medium VLDL, QC Flag	Categorical single
23807		YES-QC					Biological samples > Blood assays > NMR metabolomics > NMR metabolomics QC indicators	221	Free Cholesterol in Medium VLDL, QC Flag	Categorical single
23808		YES-QC					Biological samples > Blood assays > NMR metabolomics > NMR metabolomics QC indicators	221	Triglycerides in Medium VLDL, QC Flag	Categorical single
23813		YES-QC					Biological samples > Blood assays > NMR metabolomics > NMR metabolomics QC indicators	221	Cholesteryl Esters in Small VLDL, QC Flag	Categorical single
23814		YES-QC					Biological samples > Blood assays > NMR metabolomics > NMR metabolomics QC indicators	221	Free Cholesterol in Small VLDL, QC Flag	Categorical single
23833		YES-QC					Biological samples > Blood assays > NMR metabolomics > NMR metabolomics QC indicators	221	Cholesterol in Large LDL, QC Flag	Categorical single
23834		YES-QC					Biological samples > Blood assays > NMR metabolomics > NMR metabolomics QC indicators	221	Cholesteryl Esters in Large LDL, QC Flag	Categorical single
23835		YES-QC					Biological samples > Blood assays > NMR metabolomics > NMR metabolomics QC indicators	221	Free Cholesterol in Large LDL, QC Flag	Categorical single
23840		YES-QC					Biological samples > Blood assays > NMR metabolomics > NMR metabolomics QC indicators	221	Cholesterol in Medium LDL, QC Flag	Categorical single
23841		YES-QC					Biological samples > Blood assays > NMR metabolomics > NMR metabolomics QC indicators	221	Cholesteryl Esters in Medium LDL, QC Flag	Categorical single
23842		YES-QC					Biological samples > Blood assays > NMR metabolomics > NMR metabolomics QC indicators	221	Free Cholesterol in Medium LDL, QC Flag	Categorical single
23843		YES-QC					Biological samples > Blood assays > NMR metabolomics > NMR metabolomics QC indicators	221	Triglycerides in Medium LDL, QC Flag	Categorical single
23847		YES-QC					Biological samples > Blood assays > NMR metabolomics > NMR metabolomics QC indicators	221	Cholesterol in Small LDL, QC Flag	Categorical single
23848		YES-QC					Biological samples > Blood assays > NMR metabolomics > NMR metabolomics QC indicators	221	Cholesteryl Esters in Small LDL, QC Flag	Categorical single
23849		YES-QC					Biological samples > Blood assays > NMR metabolomics > NMR metabolomics QC indicators	221	Free Cholesterol in Small LDL, QC Flag	Categorical single
23850		YES-QC					Biological samples > Blood assays > NMR metabolomics > NMR metabolomics QC indicators	221	Triglycerides in Small LDL, QC Flag	Categorical single
23852		YES-QC					Biological samples > Blood assays > NMR metabolomics > NMR metabolomics QC indicators	221	Total Lipids in Very Large HDL, QC Flag	Categorical single
23853		YES-QC					Biological samples > Blood assays > NMR metabolomics > NMR metabolomics QC indicators	221	Phospholipids in Very Large HDL, QC Flag	Categorical single
23854		YES-QC					Biological samples > Blood assays > NMR metabolomics > NMR metabolomics QC indicators	221	Cholesterol in Very Large HDL, QC Flag	Categorical single
23855		YES-QC					Biological samples > Blood assays > NMR metabolomics > NMR metabolomics QC indicators	221	Cholesteryl Esters in Very Large HDL, QC Flag	Categorical single
23856		YES-QC					Biological samples > Blood assays > NMR metabolomics > NMR metabolomics QC indicators	221	Free Cholesterol in Very Large HDL, QC Flag	Categorical single
23857		YES-QC					Biological samples > Blood assays > NMR metabolomics > NMR metabolomics QC indicators	221	Triglycerides in Very Large HDL, QC Flag	Categorical single
23860		YES-QC					Biological samples > Blood assays > NMR metabolomics > NMR metabolomics QC indicators	221	Phospholipids in Large HDL, QC Flag	Categorical single
23861		YES-QC					Biological samples > Blood assays > NMR metabolomics > NMR metabolomics QC indicators	221	Cholesterol in Large HDL, QC Flag	Categorical single
23862		YES-QC					Biological samples > Blood assays > NMR metabolomics > NMR metabolomics QC indicators	221	Cholesteryl Esters in Large HDL, QC Flag	Categorical single
23863		YES-QC					Biological samples > Blood assays > NMR metabolomics > NMR metabolomics QC indicators	221	Free Cholesterol in Large HDL, QC Flag	Categorical single
23864		YES-QC					Biological samples > Blood assays > NMR metabolomics > NMR metabolomics QC indicators	221	Triglycerides in Large HDL, QC Flag	Categorical single
23867		YES-QC					Biological samples > Blood assays > NMR metabolomics > NMR metabolomics QC indicators	221	Phospholipids in Medium HDL, QC Flag	Categorical single
23868		YES-QC					Biological samples > Blood assays > NMR metabolomics > NMR metabolomics QC indicators	221	Cholesterol in Medium HDL, QC Flag	Categorical single
23869		YES-QC					Biological samples > Blood assays > NMR metabolomics > NMR metabolomics QC indicators	221	Cholesteryl Esters in Medium HDL, QC Flag	Categorical single
23870		YES-QC					Biological samples > Blood assays > NMR metabolomics > NMR metabolomics QC indicators	221	Free Cholesterol in Medium HDL, QC Flag	Categorical single
23871		YES-QC					Biological samples > Blood assays > NMR metabolomics > NMR metabolomics QC indicators	221	Triglycerides in Medium HDL, QC Flag	Categorical single
