coding	meaning
1140873458	achromycin 250mg tablet
1140873460	achromycin intramuscular injection
1140873462	achromycin 250mg i-v infusion (pdr for recon)
1140873464	achromycin 500mg i-v infusion (pdr for recon)
1140873466	deteclo tablet
1140873474	lymecycline
1140873476	tetralysal 300 capsule
1140873480	minocycline
1140873482	minocin 50mg tablet
1140873484	minocin 100mg tablet
1140873488	minocin mr 100mg m/r capsule
1140873490	blemix 50 tablet
1140873496	kanamycin
1140873498	kannasyn 1g injection (pdr for recon)
1140873506	nivemycin 500mg tablet
1140873508	nivemycin 100mg/5ml elixir
1140873512	mycifradin 500mg tablet
1140873514	netilmicin
1140873516	netillin 15mg/1.5ml injection
1140873518	netillin 50mg/1ml injection
1140873520	netillin 100mg/1ml injection
1140873522	netillin 150mg/1.5ml injection
1140873524	netillin 200mg/2ml injection
1140873536	tobramycin
1140873538	nebcin 20mg/2ml injection
1140873540	nebcin 40mg/1ml injection
1140873542	nebcin 80mg/2ml injection
1140873548	oxytetracycline
1140873554	berkmycen 250mg tablet
1140873556	imperacin 250mg tablet
1140873558	oxymycin 250mg tablet
1140873560	terramycin 250mg capsule
1140873562	terramycin 250mg tablet
1140873564	oxytetramix 250 tablet
1140873568	mysteclin tablet
1140873570	tetracycline+nystatin 250mg/250ku tablet
1140873574	gentamicin
1140873582	cidomycin 20mg/2ml paediatric injection
1140873586	genticin 80mg/2ml injection ampoule
1140873588	amikacin
1140873590	amikin 500mg/2ml injection
1140873592	amikin 100mg/2ml paediatric injection
1140873608	erythromycin
1140873618	erycen 250mg e/c tablet
1140873620	ilosone forte 250mg/5ml suspension
1140873622	retcin 250mg e/c tablet
1140873630	erythroped a 1g/sachet granules
1140873632	erythroped 250mg/sachet granules
1140873634	clarithromycin
1140873640	klaricid 125mg/5ml paediatric suspension
1140873642	azithromycin
1140873648	zithromax 250mg capsule
1140873650	clindamycin
1140873652	dalacin c 75mg capsule
1140873654	dalacin c 150mg capsule
1140873656	dalacin c 75mg/5ml paediatric suspension
1140873658	dalacin c 300mg/2ml injection
1140873660	dalacin c 600mg/4ml injection
1140873672	erycen 500mg e/c tablet
1140873674	erythroped forte 500mg/sachet granules
1140873676	erymax 250mg e/c granules in capsule
1140873678	erythroped pi 125mg/sachet granules
1140873680	erythrocin 250mg tablet
1140873682	erythrocin 500mg tablet
1140873690	rommix 125 suspension
1140873692	rommix 250 e/c tablet
1140873694	erythromid 250mg e/c tablet
1140873696	erythromid ds 500mg e/c tablet
1140873698	rommix 500 e/c tablet
1140873700	erythroped pi 125mg/5ml suspension
1140873702	erythrocin 1g infusion (pdr for recon)
1140873708	erythroped forte 500mg/5ml suspension
1140873712	erythroped a 500mg tablet
1140873714	ilosone 250mg capsule
1140873718	ilosone 500mg tablet
1140873722	ilosone 125mg/5ml suspension
1140873730	acrosoxacin
1140873732	eradacin 150mg capsule
1140873738	chloromycetin 250mg capsule
1140873740	chloromycetin 125mg/5ml suspension
1140873742	chloromycetin 300mg injection (pdr for recon)
1140873744	chloromycetin 1.2g injection (pdr for recon)
1140873746	kemicetine 1g injection (pdr for recon)
1140873748	vancocin 125mg matrigel capsule
1140873750	vancocin 250mg matrigel capsule
1140873752	vancocin cp 500mg injection (pdr for recon)
1140873754	vancocin cp 250mg injection (pdr for recon)
1140873756	vancocin cp 1g injection (pdr for recon)
1140873768	teicoplanin
1140873774	targocid 400mg injection (pdr for recon)+diluent
1140873776	targocid 200mg injection (pdr for recon)+diluent
1140873780	co-trimoxazole
1140873798	bactrim 480mg tablet
1140873810	colistin
1140873812	colomycin 1.5million units tablet
1140873814	colomycin 250,000units/5ml syrup
1140873816	colomycin 500,000units injection (pdr for recon)
1140873818	colomycin 1million units injection (pdr for recon)
1140873820	colistin sulphate 1.5million units tablet
1140873822	colistin sulphate 250,000units/5ml syrup
1140873824	colistin sulphomethate sodium 500,000u injection powder
1140873826	colistin sulphomethate na 1million units inj (pdr for recon)
1140873828	sodium fusidate
1140873830	fucidin 250mg tablet
1140873832	fucidin 250mg/5ml suspension
1140873834	fucidin 500mg i-v infusion+buffer
1140873842	polymyxin b
1140873844	spectinomycin
1140873846	trobicin 2g injection+diluent
1140873850	vancomycin
1140873856	bactrim 480mg dispersible tablet
1140873858	bactrim 960mg tablet
1140873860	bactrim adult suspension
1140873862	bactrim paediatric s/f syrup
1140873864	chemotrim paediatric suspension
1140873866	fectrim 80mg/400mg tablet
1140873868	fectrim forte 160mg/800mg dispersible tablet
1140873870	fectrim 120mg paediatric tablet
1140873872	laratrim 160mg/800mg tablet
1140873874	laratrim adult suspension
1140873876	monotrim 100mg tablet
1140873878	monotrim 200mg tablet
1140873880	monotrim 50mg/5ml s/f suspension
1140873882	monotrim 100mg/5ml injection
1140873884	tiempe 100mg tablet
1140873886	tiempe 200mg tablet
1140873888	trimogal 100mg tablet
1140873890	trimogal 200mg tablet
1140873892	trimopan 100mg tablet
1140873894	trimopan 200mg tablet
1140873896	trimopan 50mg/5ml s/f suspension
1140873898	triprimix 200 tablet
1140873902	capreomycin
1140873904	capastat 1g injection (pdr for recon)
1140873908	cycloserine
1140873914	myambutol 100mg tablet
1140873916	myambutol 400mg tablet
1140873918	mynah-250 tablet
1140873920	mynah-300 tablet
1140873928	laratrim paediatric syrup
1140873930	septrin 480mg tablet
1140873932	septrin 480mg dispersible tablet
1140873934	septrin forte 960mg tablet
1140873936	septrin adult suspension
1140873938	septrin paediatric s/f suspension
1140873940	septrin 480mg/5ml intravenous infusion
1140873942	comixco 80/400 tablet
1140873944	comixco 160/800 tablet
1140873946	comixco paediatric suspension
1140873948	comixco 80/400 dispersible tablet
1140873950	sulfametopyrazine
1140873952	kelfizine w 2g tablet
1140873956	sulphadiazine
1140873962	sulphadimidine
1140873966	trimethoprim
1140873976	ipral 100mg tablet
1140873978	ipral 200mg tablet
1140873986	isoniazid
1140873994	rimifon 50mg/2ml injection
1140873998	pyrazinamide
1140874000	zinamide 500mg tablet
1140874006	clofazimine
1140874008	lamprene 100mg capsule
1140874014	metronidazole
1140874030	metronidazole+nystatin 400mg/10000units tablet+pessary
1140874032	flagyl 200mg tablet
1140874034	flagyl 400mg tablet
1140874036	flagyl 100mg/20ml infusion
1140874038	flagyl s 200mg/5ml suspension
1140874040	flagyl 500mg suppository
1140874042	flagyl 1g suppository
1140874044	flagyl compak tablet+pessary
1140874046	vaginyl 200mg tablet
1140874048	vaginyl 400mg tablet
1140874050	zadstat 200mg tablet
1140874052	zadstat 500mg/100ml infusion
1140874054	zadstat 500mg suppository
1140874056	rifampicin
1140874064	rifadin 150mg capsule
1140874066	rifadin 300mg capsule
1140874068	rifadin 100mg/5ml syrup
1140874070	rifadin 600mg injection+solvent
1140874072	rimactane 150mg capsule
1140874074	rimactane 300mg capsule
1140874076	rimactane 100mg/5ml syrup
1140874078	rimactane 300mg injection+diluent
1140874080	rifater tablet
1140874082	rifinah 150 tablet
1140874084	rifinah 300 tablet
1140874086	rimactazid-150 tablet
1140874088	rimactazid-300 tablet
1140874096	rifampicin+isoniazid 300mg/150mg tablet
1140874098	streptomycin
1140874104	dapsone
1140874112	zadstat 1g suppository
1140874114	flagyl 500mg/100ml infusion
1140874116	metrozol 500mg/100ml infusion
1140874118	tinidazole
1140874120	fasigyn 500mg tablet
1140874126	nitrofurantoin
1140874138	ciprofloxacin
1140874140	ciproxin 250mg tablet
1140874142	ciproxin 100mg/50ml intravenous infusion
1140874144	ciproxin 200mg/100ml intravenous infusion
1140874146	ciproxin 500mg tablet
1140874148	ciproxin 750mg tablet
1140874160	ofloxacin
1140874164	tarivid 200mg tablet
1140874166	tarivid 200mg/100ml intravenous infusion
1140874170	tarivid 100mg/50ml intravenous infusion
1140874174	tarivid 400mg tablet
1140874178	norfloxacin
1140874184	furadantin 50mg tablet
1140874186	furadantin 100mg tablet
1140874188	furadantin 25mg/5ml s/f suspension
1140874190	macrodantin 50mg capsule
1140874192	macrodantin 100mg capsule
1140874194	urantoin 50mg tablet
1140874196	urantoin 100mg tablet
1140874198	macrobid 100mg m/r capsule
1140874208	cinoxacin
1140874210	cinobac 500mg capsule
1140874214	hexamine hippurate
1140874216	hiprex 1g tablet
1140874220	nalidixic acid
1140874226	mictral 660mg/sachet effervescent granules
1140874228	negram 500mg tablet
1140874230	negram 300mg/5ml s/f suspension
1140874232	uriben 300mg/5ml suspension
1140874240	amphotericin
1140874242	fungilin 100mg tablet
1140874244	fungilin 100mg/ml s/f suspension
1140874246	fungizone 50mg i-v infusion (pdr for recon)
1140874248	ambisome 50mg infusion (pdr for recon)
1140874256	flucytosine
1140874258	alcobon 500mg tablet
1140874260	nystan 500,000units tablet
1140874262	nystan 100,000units/ml oral suspension
1140874266	nystatin dome 100,000units/ml oral suspension
1140874272	fluconazole
1140874278	diflucan 50mg capsule
1140874280	diflucan 150mg capsule
1140874282	diflucan 200mg capsule
1140874286	diflucan 50mg/25ml intravenous infusion
1140874288	diflucan 200mg/100ml intravenous infusion
1140874294	diflucan 50mg/5ml oral suspension
1140874296	diflucan 200mg/5ml oral suspension
1140874302	itraconazole
1140874304	itraconazole 100mg capsule
1140874306	sporanox 100mg capsule
1140874312	alcobon 2.5g/250ml intravenous infusion
1140874318	griseofulvin
1140874324	fulcin 125mg tablet
1140874326	fulcin 500mg tablet
1140874328	fulcin 125mg/5ml oral suspension
1140874330	grisovin 125mg tablet
1140874332	grisovin 500mg tablet
1140874336	ketoconazole
1140874338	nizoral 200mg tablet
1140874340	nizoral 100mg/5ml suspension
1140874342	ketoconazole 200mg tablet
1140874344	ketoconazole 100mg/5ml oral suspension
1140874346	miconazole
1140874348	daktarin 250mg tablet
1140874350	daktarin 200mg/20ml intravenous infusion
1140874354	miconazole 250mg tablet
1140874356	miconazole 200mg/20ml intravenous infusion
1140874358	natamycin
1140874360	nystatin
1140874370	aciclovir
1140874372	zovirax 200mg tablet
1140874374	zovirax 200mg/5ml s/f suspension
1140874376	zovirax 250mg i-v infusion (pdr for recon)
1140874378	zovirax 400mg tablet
1140874396	primaquine
1140874402	paludrine 100mg tablet
1140874406	pyrimethamine
1140874408	daraprim 25mg tablet
1140874410	fansidar tablet
1140874412	maloprim tablet
1140874414	pyrimethamine+dapsone 12.5mg/100mg tablet
1140874416	pyrimethamine+sulfadoxine 25mg/500mg tablet
1140874420	quinine
1140874438	mefloquine
1140874440	zovirax 500mg i-v infusion (pdr for recon)
1140874442	zovirax shingles pack 800mg dispersible tablet
1140874448	inosine pranobex
1140874450	imunovir 500mg tablet
1140874454	zidovudine
1140874456	retrovir 100mg capsule
1140874460	retrovir 250mg capsule
1140874466	retrovir 200mg/10ml intravenous infusion concentrate
1140874468	retrovir 50mg/5ml s/f oral solution
1140874472	ganciclovir
1140874476	cymevene 500mg i-v infusion (pdr for recon)
1140874482	chloroquine
1140874484	avloclor 250mg tablet
1140874486	nivaquine 200mg tablet
1140874488	nivaquine 68mg/5ml syrup
1140874490	nivaquine 272.5mg/5ml injection
1140874498	lariam 250mg tablet
1140874504	halfan 250mg tablet
1140874510	furamide 500mg tablet
1140874512	entamizole tablet
1140874518	bephenium
1140874524	diethylcarbamazine
1140874530	thiabendazole
1140874532	mintezol 500mg chewable tablet
1140874542	pentacarinat 300mg injection (pdr for recon)
1140874544	pentacarinat 300mg/5ml nebuliser solution
1140874576	sodium stibogluconate
1140874578	pentostam 10g/100ml injection
1140874586	mebendazole
1140874588	vermox 100mg chewable tablet
1140874590	vermox 100mg/5ml suspension
1140874596	piperazine
1140874600	pripsen oral powder
1140874606	pyrantel
1140874608	combantrin 125mg tablet
1140874612	niclosamide
1140874614	albendazole
1140874616	eskazole 400mg tablet
1140874646	glipizide
1140874650	glibenese 5mg tablet
1140874652	minodiab 2.5mg tablet
1140874658	gliquidone
1140874660	glurenorm 30mg tablet
1140874664	tolazamide
1140874666	tolanase 100mg tablet
1140874674	tolbutamide
1140874678	glyconon 500mg tablet
1140874680	rastinon 500mg tablet
1140874686	glucophage 500mg tablet
1140874690	orabet 500mg tablet
1140874706	chlorpropamide
1140874712	diabinese 100mg tablet
1140874716	glymese 250mg tablet
1140874718	glibenclamide
1140874724	daonil 5mg tablet
1140874726	semi-daonil 2.5mg tablet
1140874728	euglucon 2.5mg tablet
1140874732	malix 2.5mg tablet
1140874736	diabetamide 2.5mg tablet
1140874740	calabren 2.5mg tablet
1140874744	gliclazide
1140874746	diamicron 80mg tablet
1140874754	guar gum
1140874756	guarem 5g/sachet granules
1140874776	propylthiouracil
1140874784	florinef 100mcg tablet
1140874790	betamethasone
1140874792	betnelan 500mcg tablet
1140874794	betnesol 500mcg soluble tablet
1140874810	cortistab 5mg tablet
1140874814	cortisyl 25mg tablet
1140874816	dexamethasone
1140874822	decadron 500micrograms tablet
1140874826	glucagon product
1140874844	tertroxin 20mcg tablet
1140874846	triiodothyronine 20micrograms/ml injection (pdr for recon)
1140874852	thyroxine sodium
1140874866	carbimazole
1140874868	neo-mercazole 5mg tablet
1140874896	hydrocortisone
1140874930	prednisolone
1140874936	deltacortril enteric 2.5mg e/c tablet
1140874940	deltastab 1mg tablet
1140874944	precortisyl 1mg tablet
1140874950	prednesol 5mg tablet
1140874954	hydrocortistab 20mg tablet
1140874956	hydrocortone 10mg tablet
1140874976	methylprednisolone
1140874978	medrone 2mg tablet
1140875268	tolmetin
1140875270	tolectin 200mg capsule
1140875278	acemetacin
1140875282	emflex 60mg capsule
1140875302	sodium aurothiomalate
1140875304	myocrisin 10mg/0.5ml injection
1140875306	myocrisin 20mg/0.5ml injection
1140875308	myocrisin 50mg/0.5ml injection
1140875316	penicillamine
1140875324	distamine 50mg tablet
1140875330	pendramine 125mg tablet
1140875336	nabumetone
1140875338	relifex 500mg tablet
1140875346	tenoxicam
1140875350	mobiflex 20mg tablet
1140875392	plaquenil 200mg tablet
1140875400	auranofin
1140875404	ridaura 3mg tablet
1140875408	allopurinol
1140875420	baclofen
1140875422	lioresal 10mg tablet
1140875424	lioresal 5mg/5ml s/f liquid
1140875426	baclospas 10mg tablet
1140875432	carisoprodol
1140875434	carisoma 125mg tablet
1140875436	carisoma 350mg tablet
1140875444	dantrium 25mg capsule
1140875446	dantrium 100mg capsule
1140875452	methocarbamol
1140875454	robaxin 750mg tablet
1140875466	caplenal 100mg tablet
1140875468	caplenal 300mg tablet
1140875470	cosuric 100mg tablet
1140875472	cosuric 300mg tablet
1140875474	hamarin 300mg tablet
1140875476	zyloric 100mg tablet
1140875478	zyloric 300mg tablet
1140875480	xanthomax 100 tablet
1140875482	xanthomax 300 tablet
1140875484	rimapurinol 100mg tablet
1140875486	colchicine
1140875490	probenecid
1140875492	benemid 500mg tablet
1140875496	sulphinpyrazone
1140875498	anturan 100mg tablet
1140875500	anturan 200mg tablet
1140875508	neostigmine
1140875510	prostigmin 15mg tablet
1140875536	methyl salicylate liniment bp
1140875538	methyl salicylate ointment bp
1140875540	ibuleve gel
1140875544	dubam cream
1140875546	piroxicam 0.5% gel
1140875552	zovirax 3% eye ointment
1140875558	chloromycetin 1% eye ointment
1140875560	minims chloramphenicol 0.5% single-use eye drops
1140875562	sno phenicol 0.5% eye drops
1140875566	chloramphenicol 1% eye ointment
1140875568	aureomycin 1% eye ointment
1140875576	cidomycin eye ointment
1140875580	genticin eye ointment
1140875582	minims gentamicin 0.3% single-use eye drops
1140875586	idoxuridine
1140875590	idoxene 0.5% eye ointment
1140875592	turpentine liniment bp
1140875594	white liniment bp
1140875596	algesal cream
1140875598	algipan spray
1140875604	aspellin spray
1140875606	balmosa cream
1140875608	bengue's balsam cream
1140875610	bengue's balsam sg cream
1140875612	cremalgin cream
1140875616	ibugel gel
1140875618	salonair spray
1140875620	difflam cream
1140875622	dubam spray
1140875628	axsain cream
1140875630	movelat cream
1140875632	movelat gel
1140875640	traxam gel
1140875642	ketoprofen 2.5% gel
1140875650	minims neomycin sulphate 0.5% single-use eye drops
1140875652	neosporin eye drops
1140875658	polyfax eye ointment
1140875660	polytrim eye drops
1140875662	polytrim eye ointment
1140875664	polymyxin b sulphate+bacitracin zinc eye ointment
1140875666	polymyxin b sulphate+trimethoprim eye ointment
1140875668	chloromycetin hydrocortisone eye ointment
1140875680	oxyphenbutazone
1140875684	minims prednisolone 0.5% single-use eye drops
1140875690	hay-crom aqueous eye drops
1140875696	lodoxamide
1140875700	ocufen 0.03% single-use eye drops
1140875710	isopto atropine 1% eye drops
1140875712	minims atropine sulphate 1% single-use eye drops
1140875730	tobralex eye drops
1140875736	fucithalmic m/r eye drops
1140875740	noroxin 0.3% eye drops
1140875746	exocin 0.3% eye drops
1140875750	antazoline
1140875752	antazoline sulphate+xylometazoline hcl 0.5/0.05% eye drops
1140875754	antazoline phosphate+naphazoline hcl 0.5/0.05% eye drops
1140875766	fluorometholone
1140875768	fluorometholone+neomycin sulphate 0.1/0.5% eye drops
